property_type,state,lat,lon,area_m2,price_usd
house,Jalisco,21.443179,-102.5724749,248.7,"$192,962.90 "
apartment,Northern Ireland,54.4429264,-6.4175653,221.5,"$99,226.74 "
apartment,Galicia,42.8970535,-8.5418899,83.4,"$134,169.03 "
house,Sarawak,3.2093353,101.6716295,159,"$171,658.75 "
house,Pahang,3.5897715,103.3475743,336.6,"$416,186.66 "
apartment,Sarawak,3.191408,113.088634,178.8,"$266,069.68 "
house,Manitoba,50.13441,-97.32676,388.3,"$170,536.01 "
apartment,Manitoba,51.22999,,234.8,"$379,536.56 "
house,Andalucia,37.3100775,-5.9647536,304.3,"$305,914.38 "
house,Galicia,42.2390986,-8.6848147,293.8,"$326,108.99 "
house,Rogaland,58.960787,5.7326598,307.7,"$267,417.61 "
apartment,Galicia,42.4385891,,144.1,"$194,621.07 "
house,Manitoba,49.10469,-97.55961,360.8,"$403,021.46 "
apartment,Manitoba,49.35499,-97.36567,399.7,"$167,962.98 "
house,Rogaland,58.9747897,5.6952439,186.8,"$245,775.59 "
house,Coimbra,40.1676522,,300.9,"$436,441.36 "
apartment,Manitoba,50.2536,-96.06116,125.2,"$271,243.69 "
house,Coimbra,40.1572681,-8.1106277,225.8,"$83,260.38 "
house,Galicia,42.2390986,,88.2,"$161,296.58 "
apartment,Coimbra,,-8.5568556,218.5,"$429,133.67 "
apartment,Pahang,3.7430671,102.5456981,205.8,"$252,814.59 "
apartment,Galicia,42.4556093,,205,"$425,742.72 "
house,Coimbra,40.2221306,-8.0122102,124.4,"$298,851.47 "
house,Manitoba,49.8634627,-97.1373403,312.9,"$84,171.06 "
house,Andalucia,37.1773363,-3.5985571,364.1,"$430,184.07 "
apartment,Coimbra,,-8.708411,167.8,"$78,701.14 "
apartment,Coimbra,40.3753066,-8.7157832,181.9,"$224,850.61 "
apartment,Jalisco,,-100.9086492,379.7,"$130,022.30 "
house,Jalisco,20.7303804,-103.3977222,90.9,"$441,842.24 "
apartment,Coimbra,40.3984011,-8.7050402,84.3,"$431,049.94 "
house,Rogaland,59.4388399,5.3184101,147.8,"$218,413.74 "
house,Coimbra,40.3356039,-7.883045,104.9,"$151,664.70 "
apartment,Coimbra,40.2603592,-8.57269,113.7,"$389,343.73 "
apartment,Rogaland,58.960787,5.7326598,361.4,"$230,613.15 "
apartment,Coimbra,40.3984011,-8.7050402,314.6,"$304,125.05 "
house,Galicia,42.9782326,-7.5626411,328.8,"$280,581.05 "
house,Coimbra,40.0604197,-8.6218634,398.5,"$235,300.81 "
apartment,Coimbra,40.2191082,-8.5533397,280.1,"$407,772.73 "
house,Jalisco,30.059549,-115.725753,206.6,"$99,821.95 "
house,Coimbra,40.2221306,,196.9,"$301,517.05 "
apartment,Galicia,42.8518656,-8.5638609,267.7,"$269,386.69 "
apartment,Coimbra,40.3073139,-7.9200214,90.6,"$48,829.75 "
apartment,Galicia,42.214405,-8.7357274,115.9,"$71,870.32 "
house,Jalisco,20.8068681,-102.7799627,379.2,"$32,085.47 "
apartment,Manitoba,54.7769326,-101.8448368,381.6,"$186,832.69 "
house,Pahang,3.9671435,103.40391,319,"$179,260.45 "
apartment,Rogaland,59.3947609,5.3329119,371.9,"$300,977.61 "
house,Coimbra,40.3356039,-7.883045,155.7,"$74,091.08 "
apartment,Coimbra,,-8.7570417,242.6,"$424,284.43 "
apartment,Jalisco,19.4873902,-104.6383777,289.1,"$99,039.54 "
house,Coimbra,40.4375447,-7.8667708,179.7,"$192,384.88 "
house,Sarawak,3.2093353,101.6716295,295,"$26,752.82 "
house,Coimbra,40.3519909,-7.8410273,370.9,"$166,943.80 "
house,Rogaland,58.9015864,5.7123282,135.8,"$198,715.11 "
house,Coimbra,40.3606136,-7.8929371,376.5,"$223,580.73 "
apartment,Sarawak,1.4871144,110.3426018,361.6,"$187,322.56 "
apartment,Coimbra,40.1430734,-8.7570417,147.1,"$409,037.28 "
apartment,Coimbra,40.1572681,,185.8,"$440,104.46 "
house,Andalucia,37.4852899,-2.2959788,116.7,"$194,912.08 "
apartment,Coimbra,40.4375447,-7.8667708,244.6,"$91,049.94 "
apartment,Jalisco,20.7257009,-103.4082453,285,"$85,600.28 "
house,Manitoba,49.35499,-97.36567,313.8,"$150,554.20 "
house,Manitoba,,-96.8791564,263.8,"$447,430.54 "
house,Coimbra,40.3942251,-7.8103942,217.2,"$211,505.76 "
apartment,Coimbra,40.2974812,-8.1955122,96.5,"$159,437.06 "
apartment,Rogaland,58.9670963,5.7318798,164.1,"$74,503.40 "
apartment,Coimbra,40.0856412,,359,"$47,534.14 "
house,Sarawak,1.5376351,110.321945,99.7,"$173,917.22 "
house,Rogaland,59.412262,,195.7,"$198,577.36 "
house,Coimbra,40.0856412,-8.2896115,261.6,"$85,049.15 "
apartment,Coimbra,40.3779093,-7.8440342,118.6,"$384,345.24 "
apartment,Coimbra,40.1721605,-8.6867786,339.9,"$253,667.83 "
apartment,Pahang,3.9671435,103.40391,98.3,"$36,635.66 "
house,Jalisco,19.4873902,-104.6383777,327.8,"$377,268.23 "
house,Coimbra,40.3984011,-8.7050402,211.3,"$285,138.74 "
apartment,Manitoba,49.1980747,-98.102542,192.7,"$54,748.03 "
apartment,Coimbra,40.1430734,-8.7570417,369.2,"$58,396.71 "
house,Galicia,,-8.2310576,168.7,"$165,155.42 "
apartment,Manitoba,50.2536,-96.06116,218.4,"$355,504.03 "
house,Jalisco,19.4614133,-99.1186381,112.3,"$175,341.35 "
apartment,Galicia,42.4385891,-8.5995773,282,"$59,612.65 "
apartment,Coimbra,40.1721605,-8.6867786,81,"$290,717.55 "
apartment,Sarawak,1.5376351,,332.4,"$400,488.12 "
house,Coimbra,40.1941227,,257.7,"$125,571.44 "
house,Jalisco,25.6765837,-100.2602364,262.1,"$199,921.39 "
apartment,Coimbra,40.2233515,-8.5336525,84.2,"$340,761.60 "
apartment,Pahang,3.9671435,103.40391,132.9,"$355,977.58 "
apartment,Rogaland,67.1335945,16.0707095,215.7,"$264,705.03 "
apartment,Pahang,3.9671435,103.40391,368.3,"$54,402.56 "
apartment,Coimbra,40.1311441,,399.1,"$419,306.82 "
house,Coimbra,40.4375447,-7.8667708,205.2,"$40,436.20 "
apartment,Jalisco,20.6589523,-105.2363025,368,"$334,563.11 "
house,Coimbra,40.1999522,-8.5031422,248.9,"$114,609.82 "
apartment,Rogaland,,5.7318798,103.9,"$101,440.23 "
house,Coimbra,40.1628977,-8.4270764,228.7,"$238,578.62 "
apartment,Coimbra,40.3876316,-8.708411,156.2,"$139,934.73 "
apartment,Manitoba,49.8634627,-97.1373403,350.3,"$368,537.04 "
apartment,Rogaland,59.4388399,,115.8,"$340,854.19 "
apartment,Andalucia,36.5052612,-6.2761016,321.2,"$319,532.45 "
apartment,Coimbra,40.1430734,-8.7570417,384.3,"$370,830.52 "
house,Rogaland,58.9747897,5.6952439,286.6,"$237,726.16 "
house,Andalucia,36.5052612,-6.2761016,83,"$306,961.58 "
house,Coimbra,40.3172129,-8.7543161,238.1,"$329,576.45 "
apartment,Coimbra,40.4655049,-8.7183737,240.1,"$120,858.27 "
apartment,Jalisco,20.7303804,-103.3977222,149,"$44,846.58 "
house,Coimbra,40.2553096,-8.5929199,139.6,"$307,977.17 "
house,Coimbra,40.3984011,-8.7050402,243,"$336,350.99 "
apartment,Pahang,3.7187884,103.1357512,370,"$438,869.45 "
house,Coimbra,40.4375447,-7.8667708,285.2,"$30,306.84 "
apartment,Coimbra,40.336837,-7.8256005,99.8,"$93,821.72 "
house,Coimbra,40.2191082,-8.5533397,363.3,"$397,899.38 "
apartment,Galicia,42.214405,-8.7357274,399.9,"$431,070.51 "
house,Coimbra,40.2221306,-8.0122102,374,"$374,032.00 "
apartment,Coimbra,40.427682,-8.6947028,292.8,"$128,257.44 "
apartment,Coimbra,40.4423844,-8.6946024,262.9,"$356,718.11 "
apartment,Manitoba,49.1980747,-98.102542,252.6,"$170,137.85 "
house,Rogaland,59.4388399,5.3184101,262.6,"$133,479.28 "
house,Rogaland,58.9015864,5.7123282,123.2,"$133,254.00 "
house,Northern Ireland,54.5940619,-5.9308088,266.1,"$136,828.49 "
house,Rogaland,58.848193,5.66466,192.6,"$60,774.03 "
house,Coimbra,40.1694467,,269.6,"$116,826.92 "
house,Jalisco,20.6729456,-103.7379675,207.6,"$253,739.95 "
apartment,Manitoba,55.7454343,-97.8681552,397.5,"$101,532.81 "
apartment,Sarawak,1.547829,110.341564,104.2,"$189,217.42 "
house,Jalisco,20.8068681,-102.7799627,362,"$135,206.78 "
apartment,Pahang,3.7187884,,275.6,"$428,873.39 "
apartment,Coimbra,40.458916,-7.8775484,150.9,"$101,901.98 "
house,Jalisco,20.6729456,-103.7379675,366.6,"$23,141.00 "
house,Jalisco,17.9567646,-102.1943485,180.3,"$383,583.47 "
house,Sarawak,3.191408,113.088634,274.8,"$161,477.82 "
apartment,Coimbra,40.0856412,-8.2896115,263.3,"$44,982.47 "
apartment,Galicia,43.3216087,-8.434873,85,"$143,928.92 "
apartment,Manitoba,49.60559,-97.04234,385.5,"$373,043.40 "
apartment,Sarawak,3.2093353,101.6716295,344.8,"$148,971.93 "
apartment,Manitoba,49.4992,-98.00156,395.5,"$144,085.81 "
apartment,Jalisco,19.4281922,-99.1789859,171.1,"$98,539.36 "
apartment,Coimbra,40.1694467,-8.4784931,221.6,"$447,249.81 "
house,Coimbra,40.1284892,-8.8575795,390.9,"$151,538.21 "
apartment,Jalisco,20.7303804,-103.3977222,111.9,"$449,669.05 "
apartment,Rogaland,58.9015864,5.7123282,271.8,"$341,391.70 "
apartment,Coimbra,40.2766272,-8.4903311,300.3,"$401,370.55 "
apartment,Sarawak,3.2093353,101.6716295,165.3,"$347,461.67 "
house,Pahang,3.9671435,103.40391,224.6,"$271,806.49 "
apartment,Rogaland,58.9015864,5.7123282,149.1,"$248,593.86 "
house,Jalisco,20.7257009,-103.4082453,394.4,"$275,888.86 "
house,Coimbra,,-8.5535343,204.3,"$315,622.37 "
house,Pahang,,103.3475743,295.1,"$23,717.91 "
apartment,Andalucia,36.7226027,-4.467102,149.3,"$20,302.22 "
house,Sarawak,3.191408,113.088634,134,"$151,365.16 "
apartment,Galicia,43.4880374,-8.2310576,76.3,"$304,099.68 "
apartment,Manitoba,50.22892,-99.46642,197.3,"$403,608.74 "
apartment,Coimbra,40.3753066,-8.7157832,77.6,"$267,096.09 "
house,Coimbra,40.1694467,-8.4784931,256,"$140,112.81 "
apartment,Coimbra,40.2278236,-8.5382163,104.1,"$260,086.35 "
apartment,Coimbra,40.3876316,-8.708411,128.5,"$156,041.57 "
house,Manitoba,49.4992,-98.00156,279.2,"$69,220.83 "
apartment,Andalucia,36.8414494,-2.4567059,371.6,"$424,984.27 "
house,Manitoba,50.13441,,388.5,"$70,947.10 "
house,Coimbra,40.3753959,-7.8270679,220.1,"$362,902.28 "
house,Rogaland,58.9015864,5.7123282,245.6,"$298,178.56 "
apartment,Sarawak,1.558031,110.382845,389.6,"$160,470.33 "
house,Jalisco,20.5439984,-103.4649786,250.6,"$179,798.28 "
house,Coimbra,40.3829273,-8.7241528,174.9,"$234,642.40 "
apartment,Coimbra,40.1675841,-8.4639317,335,"$296,035.86 "
house,Andalucia,37.439299,-5.9885456,231.1,"$371,677.91 "
house,Coimbra,40.1284892,-8.8575795,141.4,"$26,333.59 "
apartment,Coimbra,40.2187855,-8.0537529,380.5,"$294,303.68 "
apartment,Sarawak,3.2093353,101.6716295,191.4,"$197,443.89 "
house,Jalisco,20.8068681,-102.7799627,120.5,"$351,130.00 "
house,Manitoba,51.1500374,-100.0497004,348.2,"$223,668.31 "
apartment,Coimbra,40.1638631,-8.8615847,249.5,"$35,044.74 "
apartment,Jalisco,30.059549,-115.725753,271.2,"$299,321.85 "
apartment,Jalisco,20.6729456,,108.8,"$299,633.18 "
house,Coimbra,40.2758091,-8.5720706,284.2,"$332,199.21 "
apartment,Coimbra,40.3206366,-8.708013,211.3,"$384,608.68 "
house,Jalisco,20.3411024,-103.9970779,140.5,"$280,865.93 "
house,Coimbra,40.1271927,-8.8576516,328.2,"$422,115.80 "
apartment,Coimbra,40.2356918,-8.5568556,145.2,"$82,925.51 "
apartment,Rogaland,58.9670963,5.7318798,250.9,"$340,778.64 "
apartment,Coimbra,40.2766272,-8.4903311,255.6,"$187,040.38 "
house,Manitoba,50.13441,-97.32676,247.1,"$330,829.09 "
house,Coimbra,40.3753066,,211.2,"$332,008.70 "
apartment,Coimbra,40.2356918,-8.5568556,83.8,"$402,146.08 "
house,Coimbra,40.2603592,-8.57269,217.7,"$441,808.74 "
apartment,Rogaland,58.960787,5.7326598,370.2,"$378,709.79 "
house,Coimbra,40.4655049,-8.7183737,163.6,"$376,759.21 "
apartment,Manitoba,51.22999,-101.3565,331.6,"$353,639.47 "
house,Pahang,3.9671435,103.40391,354.9,"$169,193.30 "
house,Jalisco,20.585863,-100.384181,264.9,"$376,528.47 "
house,Manitoba,49.1980747,-98.102542,222.5,"$184,430.96 "
apartment,Coimbra,40.1284892,-8.8575795,309.8,"$156,603.37 "
house,Coimbra,40.2269318,-8.5714359,217.5,"$34,963.57 "
house,Coimbra,40.3206366,-8.708013,159.8,"$256,504.12 "
house,Coimbra,40.1676522,-8.4138349,163.3,"$351,769.20 "
