property_type,state,lat,lon,area_m2,price_mxn
apartment,Haute-Normandie,48.5851876,7.7342943,173.0,2080730.7
apartment,Rhône-Alpes,29.103856,110.451191,59.8,422566.6
house,Oslo,22.6166667,114.6702778,124.2,1599961.7
apartment,Rhône-Alpes,8.665089,-73.822663,416.6,765133.3
house,Rhône-Alpes,59.94043,30.2813321,310.2,4686644.9
house,Haute-Normandie,31.574996,35.149421,476.4,1626421.3
apartment,Oslo,56.91683,-117.61945,279.2,1840224.4
apartment,Oslo,47.1284352,42.4543661,306.5,3440522.8
house,Västra Götaland,33.1401715,119.7889248,225.6,2606836.0
apartment,Oslo,15.7377569,120.6348716,361.9,2760175.1
apartment,Haute-Normandie,39.9041999,116.4073963,390.9,2492678.5
apartment,Haute-Normandie,56.2421713,37.5166323,209.8,3846821.3
house,Rhône-Alpes,31.874138,103.573122,10.7,3788806.1
house,Rhône-Alpes,-20.3761919,57.5660161,120.7,3537705.7
apartment,Oklahoma,52.423387,20.9739484,42.1,4753994.6
apartment,Västra Götaland,,17.2942976,42.0,2175493.2
apartment,Västra Götaland,41.53083,21.41556,385.3,2613265.3
apartment,Oslo,42.4914204,-2.522269,450.7,1987747.7
apartment,Västra Götaland,-8.6060882,116.1114976,375.7,2441063.8
house,Oklahoma,45.9018536,6.121072,455.0,2974374.4
apartment,Haute-Normandie,40.039377,48.9202533,261.1,4143713.4
apartment,Oklahoma,32.271335,121.293439,287.2,1301764.0
apartment,Oklahoma,-6.2736138,,483.6,1555860.5
apartment,Västra Götaland,26.443249,107.253334,205.2,4372189.8
apartment,Haute-Normandie,14.631218,121.0628238,491.4,3198499.6
house,Rhône-Alpes,41.0923609,20.1563519,487.2,1815221.8
house,Rhône-Alpes,34.26645,108.960747,161.2,3369684.7
house,Oklahoma,-4.6,34.35,307.7,3582471.0
apartment,Haute-Normandie,-27.8846801,25.1533426,129.6,3172375.4
apartment,Oklahoma,39.803681,112.073298,19.5,1197863.4
apartment,Rhône-Alpes,53.5511779,9.9641759,123.0,1164464.9
apartment,Rhône-Alpes,45.4718665,-76.6841393,349.3,1366339.0
house,Oklahoma,14.84276,-88.493797,469.9,573899.3
apartment,Oklahoma,56.036667,39.9203466,205.9,3575475.7
house,Oklahoma,0.707531,30.0636349,237.4,2167351.5
apartment,Haute-Normandie,38.05106,114.463347,163.3,3068960.1
apartment,Haute-Normandie,-1.7505747,116.0886704,83.1,4022987.4
apartment,Västra Götaland,43.6953508,7.2559678,56.6,1717979.3
apartment,Oslo,26.567944,106.714374,342.7,572982.5
house,Rhône-Alpes,56.5789712,85.1026739,254.1,2488722.4
apartment,Haute-Normandie,50.1999745,16.2326331,132.2,1541908.0
apartment,Rhône-Alpes,14.5671014,121.0312325,130.3,3522541.0
house,Haute-Normandie,22.9550072,113.0126011,132.8,4834911.8
apartment,Oslo,-6.2163932,106.8643671,6.9,54681.5
apartment,Oslo,,72.5694175,450.2,4333765.4
house,Oklahoma,37.7668391,21.3383382,42.6,157576.3
apartment,Haute-Normandie,18.7863009,-69.6531674,170.6,2807994.4
apartment,Rhône-Alpes,-6.9876,112.7875,308.5,4477329.3
house,Oklahoma,39.9179113,22.595535,309.8,1068430.3
apartment,Rhône-Alpes,34.99562,103.053321,488.2,241994.0
house,Rhône-Alpes,53.9842593,124.0715933,15.1,4898411.7
apartment,Rhône-Alpes,52.7680084,41.2841466,204.7,3405724.8
house,Oslo,41.356361,,421.2,4392799.2
apartment,Oklahoma,3.2907122,-75.4577775,307.4,4983832.4
house,Rhône-Alpes,19.7267712,-101.1850967,59.2,2878059.0
house,Oklahoma,27.5989477,68.627038,468.7,1115944.8
house,Oklahoma,-25.790615,28.3323137,213.6,930179.8
apartment,Oslo,40.7544003,-73.9801334,25.7,2495764.7
house,Oklahoma,39.1140535,-94.7743365,358.5,1069933.3
house,Rhône-Alpes,44.8726563,18.8106276,396.0,477347.5
apartment,Haute-Normandie,31.123586,114.893666,253.9,3399027.2
apartment,Rhône-Alpes,-16.3952829,-71.5367908,101.9,2049712.6
apartment,Rhône-Alpes,-6.3079232,107.172085,428.0,595890.8
apartment,Rhône-Alpes,19.4386048,-99.1034242,347.5,653564.3
house,Västra Götaland,10.266893,123.949939,332.5,816033.5
apartment,Oslo,3.2093353,101.6716295,205.6,2826770.0
apartment,Oklahoma,50.1283894,15.9182326,385.4,479209.2
house,Oslo,28.0093247,120.6569721,407.3,1868529.9
apartment,Oklahoma,-3.0114,133.7626,187.6,4404779.9
apartment,Oslo,23.358695,116.687155,33.5,1478414.3
apartment,Västra Götaland,52.4856992,13.3488258,180.5,4403932.5
house,Oslo,-25.2935305,-57.5793046,215.0,4040400.8
apartment,Västra Götaland,47.6999935,131.1243299,280.2,4379333.6
apartment,Oklahoma,,-51.1376317,409.1,1185525.1
house,Rhône-Alpes,50.5763759,22.059689,213.7,2760006.9
apartment,Västra Götaland,57.7500731,12.9485476,11.2,2805479.4
house,Oslo,59.0524231,10.0275028,295.6,4430812.5
house,Oklahoma,-2.5394654,112.9586863,447.2,649800.6
apartment,Oklahoma,41.5838798,-8.5932108,353.5,3977041.4
apartment,Haute-Normandie,16.7903346,120.8249088,486.4,2133016.1
house,Oslo,48.9398644,16.8996364,399.1,4717761.7
apartment,Rhône-Alpes,64.58897,18.6667119,33.2,4965076.5
apartment,Oklahoma,44.5706127,18.0176034,395.3,528142.0
apartment,Rhône-Alpes,10.8281332,,119.7,3200108.9
house,Rhône-Alpes,-34.5151107,-58.4973265,280.5,503395.3
house,Oslo,-9.3790072,30.1242853,318.1,1730790.9
apartment,Oklahoma,47.6264367,34.5297956,67.7,3822429.7
house,Haute-Normandie,39.2363803,-9.264704,245.8,3861283.0
house,Oslo,-40.6607937,-72.6131562,255.1,4965739.7
apartment,Rhône-Alpes,-6.9557,113.4028,447.2,202854.8
house,Haute-Normandie,34.014215,105.298756,27.1,2884520.4
apartment,Rhône-Alpes,43.9336277,42.5107159,304.3,1427930.4
apartment,Oslo,14.5941382,121.0671868,325.8,3334263.7
apartment,Haute-Normandie,,-1.5401497,248.7,1613696.1
apartment,Oslo,35.877092,14.544192,44.8,1231480.0
house,Haute-Normandie,62.5166,155.7654,386.8,2155232.6
house,Västra Götaland,-23.1072154,-48.925516,91.8,4389930.9
apartment,Rhône-Alpes,36.628305,101.765843,116.6,682403.7
apartment,Rhône-Alpes,53.6923042,38.1938089,437.5,2062877.0
house,Haute-Normandie,-32.9578112,-60.6682209,444.0,1491314.9
house,Rhône-Alpes,-33.9842244,18.4740875,187.4,4542534.2
house,Haute-Normandie,49.4006213,1.1150619,425.6,4533084.7
apartment,Västra Götaland,,127.5159741,490.0,2061659.0
house,Oslo,-8.2659112,112.0029243,483.9,3265561.5
house,Västra Götaland,-34.7264519,-58.6055652,233.8,1872969.5
apartment,Rhône-Alpes,14.602493,-90.5279231,488.8,4129625.7
house,Rhône-Alpes,22.676245,113.418215,376.3,1597674.4
apartment,Rhône-Alpes,24.9936281,121.3009798,422.3,4795086.8
house,Haute-Normandie,48.9098794,2.2829955,437.3,3706023.3
house,Västra Götaland,32.7014728,51.1559259,61.1,4412544.4
house,Rhône-Alpes,58.6316895,80.1006379,377.1,2676545.7
apartment,Västra Götaland,38.7,21.466667,89.5,1031660.5
house,Västra Götaland,10.7991944,106.6802639,400.8,3004268.6
house,Rhône-Alpes,48.3756394,43.0842361,287.4,2342894.0
house,Haute-Normandie,-6.8726113,-79.3423312,159.3,4581608.8
apartment,Rhône-Alpes,23.918143,108.401654,196.8,1758124.7
house,Haute-Normandie,36.757714,-4.2429565,276.7,673405.0
apartment,Oklahoma,-30.6866136,26.7063745,478.0,559869.6
house,Västra Götaland,44.7051702,18.3104025,481.7,1675152.6
house,Västra Götaland,48.689836,6.17445,236.2,2950765.0
apartment,Oslo,41.4292615,-8.1757379,352.7,2040202.1
